MGI	MGI:98958	Wnt5a		GO:0022008	MGI:MGI:2679774|PMID:14557550	IDA		P	wingless-type MMTV integration site family, member 5A	8030457G12Rik|Wnt-5a	protein_coding_gene	NCBITaxon:10090	20151201	ParkinsonsUK-UCL	EMAPA:16974	
MGI	MGI:98956	Wnt3a		GO:0022008	MGI:MGI:2679774|PMID:14557550	IDA		P	wingless-type MMTV integration site family, member 3A	Wnt-3a	protein_coding_gene	NCBITaxon:10090	20151201	ParkinsonsUK-UCL	EMAPA:16974	
MGI	MGI:98953	Wnt1		GO:0022008	MGI:MGI:2679774|PMID:14557550	IDA		P	wingless-type MMTV integration site family, member 1	Int-1|Wnt-1	protein_coding_gene	NCBITaxon:10090	20151201	ParkinsonsUK-UCL	EMAPA:16974	
MGI	MGI:1924232	Vxn		GO:0022008	MGI:MGI:6148384|PMID:29518376	IMP		P	vexin	3110035E14Rik|R75066	protein_coding_gene	NCBITaxon:10090	20180321	UniProt		
MGI	MGI:98869	Tuba1a		GO:0022008	PMID:21041996	IMP	MGI:MGI:3617352	P	tubulin, alpha 1A	Talpha1 alpha-tubulin|Tuba1|Tuba-1	protein_coding_gene	NCBITaxon:10090	20220803	MGI		
MGI	MGI:98869	Tuba1a		GO:0022008	PMID:31386652	IMP	MGI:MGI:6506267	P	tubulin, alpha 1A	Talpha1 alpha-tubulin|Tuba1|Tuba-1	protein_coding_gene	NCBITaxon:10090	20220809	MGI		
MGI	MGI:1914345	Trak1		GO:0022008	PMID:21873635	IBA	PANTHER:PTN001813314|RGD:1307844|MGI:MGI:1261831|RGD:620915|RGD:68327	P	trafficking protein, kinesin binding 1	2310001H13Rik|hyrt	protein_coding_gene	NCBITaxon:10090	20220415	GO_Central		
MGI	MGI:5589890	Gm30731		GO:0022008	PMID:25800779	IMP		P	predicted gene, 30731	lnc-pou3f2|Pnky	lncRNA_gene	NCBITaxon:10090	20190905	MGI		
MGI	MGI:1333799	Xrcc4		GO:0022008	PMID:9875844	IMP	MGI:MGI:1926771	P	X-ray repair complementing defective repair in Chinese hamster cells 4	2310057B22Rik	protein_coding_gene	NCBITaxon:10090	20070411	MGI	EMAPA:17544	
MGI	MGI:1924880	Prdm8		GO:0022008	PMID:19050759	IDA		P	PR domain containing 8		protein_coding_gene	NCBITaxon:10090	20090227	MGI		
