MGI	MGI:1914233	Zfp830		GO:0048478	MGI:MGI:4950701|PMID:21191184	IMP		P	zinc finger protein 830	2410003C20Rik|Ccdc16|Omcg1	protein_coding_gene	NCBITaxon:10090	20151214	UniProt		
MGI	MGI:1914233	Zfp830		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000328334|MGI:MGI:1914233	P	zinc finger protein 830	2410003C20Rik|Ccdc16|Omcg1	protein_coding_gene	NCBITaxon:10090	20180817	GO_Central		
UniProtKB	Q8NFZ0	FBH1		GO:0048478	GO_REF:0000024	ISS	UniProtKB:Q8K2I9	P	F-box DNA helicase 1	FBX18|FBXO18	protein	NCBITaxon:9606	20151008	UniProt		
UniProtKB	F1SJJ8	TIPIN		GO:0048478	GO_REF:0000104	IEA	UniRule:UR001184765	P	TIMELESS-interacting protein		protein	NCBITaxon:9823	20221109	UniProt		
UniProtKB	A0A5G2QYZ8	ZNF830		GO:0048478	GO_REF:0000107	IEA	UniProtKB:Q8R1N0|ensembl:ENSMUSP00000056154	P	Zinc finger protein 830		protein	NCBITaxon:9823	20221109	Ensembl		
UniProtKB	A0A287BJG1	DONSON		GO:0048478	GO_REF:0000107	IEA	UniProtKB:Q9NYP3|ensembl:ENSP00000307143	P	Protein downstream neighbor of Son		protein	NCBITaxon:9823	20221109	Ensembl		
FB	FBgn0039271	CG11839		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000328334|MGI:MGI:1914233	P		CT36969|Znf830	protein	NCBITaxon:7227	20180817	GO_Central		
FB	FBgn0031655	Marcal1		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	Marcal1	CG3753|HARP|Marca1|dmHARP|dsmarcal1|hepA-related protein	protein	NCBITaxon:7227	20180216	GO_Central		
FB	FBgn0014396	tim		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000533813|SGD:S000005217|PomBase:SPBC216.06c	P	timeless	Bruchpilot|CG3234|Ritsu|TIMELESS|Tim-1|dTIM|dtimeless|mel_tim|rit|s-tim|tim1|timeless1	protein	NCBITaxon:7227	20170602	GO_Central		
FB	FBgn0032698	CG10336		GO:0048478	FB:FBrf0174215|GO_REF:0000002	IEA	InterPro:IPR012923	P			protein	NCBITaxon:7227	20221026	InterPro		
FB	FBgn0032698	CG10336		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000325249|PomBase:SPBC30D10.04|SGD:S000004651	P			protein	NCBITaxon:7227	20170228	GO_Central		
FB	FBgn0038608	WRNexo		GO:0048478	FB:FBrf0226733|PMID:24709634	IGI	FB:FBgn0003479	P	WRN exonuclease	CG7670|DmWRNexo	protein	NCBITaxon:7227	20160225	FlyBase		
FB	FBgn0038118	timeout		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000533813|SGD:S000005217|PomBase:SPBC216.06c	P	timeout	CG14381|CG14382|CG7855|CG8148|TIM2|Tim-2|dtim2|tim|timeless 2|timeless2	protein	NCBITaxon:7227	20170602	GO_Central		
CGD	CAL0000178305	DUN1		GO:0048478	CGD_REF:CAL0121033	IEA	SGD:S000002259	P		C5_05100C_A|orf19.11485|IPF23241.1|IPF9382.2|Contig4-2616_0009|orf6.7415|CA4770|IPF9382.3|orf19.4002|C5_05100C_B|C5_05100C|CAWG_04876	gene_product	NCBITaxon:237561	20210202	CGD		
CGD	CAL0000227829	B9J08_002929		GO:0048478	CGD_REF:CAL0121033	IEA	PomBase:SPBC216.06c|SGD:S000005217	P			gene_product	NCBITaxon:498019	20210202	CGD		
CGD	CAL0135172	DUN1		GO:0048478	CGD_REF:CAL0121033	IEA	SGD:S000002259	P		CAGL0L07326g|CAGL-IPF8878|CAGL-CDS2041.1|CAG62066.1	gene_product	NCBITaxon:284593	20210202	CGD		
CGD	CAL0000222757	B9J08_002888		GO:0048478	CGD_REF:CAL0121033	IEA	SGD:S000000019	P			gene_product	NCBITaxon:498019	20210202	CGD		
CGD	CAL0130298	CAGL0I09504g		GO:0048478	CGD_REF:CAL0121033	IEA	SGD:S000000478	P		CAGL-IPF7739|CAGL-CDS1920.1|CAG60597.1	gene_product	NCBITaxon:284593	20210202	CGD		
CGD	DEHA2F05038g	DEHA2F05038g		GO:0048478	CGD_REF:CAL0142013	IEA	InterPro:IPR012923	P			gene_product	NCBITaxon:284592	20220104	CGD		
CGD	CAL0131030	CAGL0F06149g		GO:0048478	CGD_REF:CAL0121033	IEA	SGD:S000004651	P		CAGL-IPF434|CAGL-CDS3527.1|CAG59161.1	gene_product	NCBITaxon:284593	20210202	CGD		
dictyBase	DDB_G0287103	DDB0215738		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000533813|SGD:S000005217|PomBase:SPBC216.06c	P	TIMELESS domain-containing protein		protein	NCBITaxon:44689	20170602	GO_Central		
dictyBase	DDB_G0279177	DDB0204710		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000328334|MGI:MGI:1914233	P	Coiled-coil domain-containing protein 16		protein	NCBITaxon:44689	20180817	GO_Central		
dictyBase	DDB_G0281559	tafA		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1	DDB0214904	protein	NCBITaxon:44689	20180216	GO_Central		
dictyBase	DDB_G0284731	DDB0218633		GO:0048478	GO_REF:0000002	IEA	InterPro:IPR012923	P	Swi3 domain-containing protein		protein	NCBITaxon:44689	20221109	InterPro		
dictyBase	DDB_G0284731	DDB0218633		GO:0048478	GO_REF:0000104	IEA	UniRule:UR001184765	P	Swi3 domain-containing protein		protein	NCBITaxon:44689	20221109	UniProt		
dictyBase	DDB_G0284731	DDB0218633		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000325249|PomBase:SPBC30D10.04|SGD:S000004651	P	Swi3 domain-containing protein		protein	NCBITaxon:44689	20170228	GO_Central		
dictyBase	DDB_G0274965	DDB0217572		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	GRF-type domain-containing protein		protein	NCBITaxon:44689	20180216	GO_Central		
UniProtKB	B3RPI9	TRIADDRAFT_53559		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000533813|SGD:S000005217|PomBase:SPBC216.06c	P	TIMELESS domain-containing protein	UniProtKB:B3RPI9|PTN001118092	protein	NCBITaxon:10228	20170602	GO_Central		
UniProtKB	A0A067ETM0	CISIN_1g001912mg		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	Uncharacterized protein	UniProtKB:A0A067ETM0|PTN005247150	protein	NCBITaxon:2711	20180216	GO_Central		
UniProtKB	A0A067EV84	CISIN_1g035848mg		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000325249|PomBase:SPBC30D10.04|SGD:S000004651	P	CCHC-type domain-containing protein	UniProtKB:A0A067EV84|PTN004409322	protein	NCBITaxon:2711	20170228	GO_Central		
UniProtKB	A0A1Y1HVS3	KFL_000580320		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	SNF2 domain containing protein	UniProtKB:A0A1Y1HVS3|PTN008697691	protein	NCBITaxon:105231	20180216	GO_Central		
UniProtKB	Q7S2A9	tof-1		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000533813|SGD:S000005217|PomBase:SPBC216.06c	P	Topoisomerase 1-associated factor 1	UniProtKB:Q7S2A9|PTN000533861	protein	NCBITaxon:367110	20170602	GO_Central		
UniProtKB	A0A7M7MYX8	A0A7M7MYX8		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000328334|MGI:MGI:1914233	P	Uncharacterized protein	UniProtKB:A0A7M7MYX8|PTN008547323	protein	NCBITaxon:7668	20180817	GO_Central		
UniProtKB	A0A1Y1HPT8	KFL_000580395		GO:0048478	PMID:21873635	IBA	PANTHER:PTN002908525|UniProtKB:Q5FWF4	P	Helicase C-terminal domain-containing protein	UniProtKB:A0A1Y1HPT8|PTN008697690	protein	NCBITaxon:105231	20180216	GO_Central		
UniProtKB	A0A1Y1I3U1	KFL_001470040		GO:0048478	PMID:21873635	IBA	PANTHER:PTN000325249|PomBase:SPBC30D10.04|SGD:S000004651	P	Meiotic chromosome segregation protein	UniProtKB:A0A1Y1I3U1|PTN008546783	protein	NCBITaxon:105231	20170228	GO_Central		
